# Early Successional Microplot Biomass (Sorted to species)
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/154
# The newest version of the data https://lter.kbs.msu.edu/datatables/154.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/60.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		date of sampling
# species		species observed
# treatment		LTER treatment identifier
# replicate		replicate
# method		the sampling protocol used. "sorted to species" means that the samples were sorted to species and any remaining material is classified as unsorted. "not_sorted" means that no attempt was made to sort and the material is just classified as unsorted.
# disturbed		has the plot been tilled annually (true or false)
# fertilized		has nitrogen fertilizer been applied to the plot (true or false)
# biomass_g_m2	gramsPerSquareMeter	dry biomass measured per square meter
# area_sampled	squareMeter	area that was sampled
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,species,treatment,replicate,method,disturbed,fertilized,biomass_g_m2,area_sampled
2003-07-30,Achillea millefolium L.,T7,R3,sorted_to_species,undisturbed,fertilized,3.09,1
2003-07-30,Surface Litter,T7,R3,sorted_to_species,undisturbed,unfertilized,47.64,1
2003-07-30,Solidago canadensis L.,T7,R3,sorted_to_species,undisturbed,unfertilized,401.95,1
2003-07-30,Rumex crispus L.,T7,R3,sorted_to_species,undisturbed,unfertilized,1.72,1
2003-07-30,Rubus sp. (*),T7,R3,sorted_to_species,undisturbed,unfertilized,5.17,1
2003-07-30,Aster pilosus Willd.,T7,R3,sorted_to_species,undisturbed,fertilized,6.3,1
2003-07-30,Geum sp.,T7,R3,sorted_to_species,undisturbed,fertilized,0.18,1
2003-07-30,Silene alba (Mill.) E.H.L.Krause,T7,R3,sorted_to_species,undisturbed,fertilized,1.66,1
2003-07-30,Phleum pratense L.,T7,R3,sorted_to_species,undisturbed,fertilized,0.21,1
2003-07-30,Poa pratensis L.,T7,R3,sorted_to_species,undisturbed,fertilized,0.18,1
2003-07-30,Poa pratensis L.,T7,R3,sorted_to_species,undisturbed,unfertilized,9.99,1
2003-07-30,Apocynum cannabinum L.,T7,R3,sorted_to_species,undisturbed,fertilized,0.05,1
2002-08-21,Cirsium sp. (*),T7,R5,sorted_to_species,disturbed,unfertilized,0.25,1
2002-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R5,sorted_to_species,disturbed,unfertilized,0.81,1
2002-08-21,Abutilon theophrasti Medikus,T7,R5,sorted_to_species,disturbed,unfertilized,2.35,1
2002-08-21,Elymus repens (L.) Gould,T7,R5,sorted_to_species,disturbed,unfertilized,47.32,1
2002-08-21,Amaranthus retroflexus L.,T7,R5,sorted_to_species,disturbed,unfertilized,0.16,1
2002-08-21,Surface Litter,T7,R5,sorted_to_species,disturbed,unfertilized,4.2,1
2002-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R5,sorted_to_species,disturbed,unfertilized,16.53,1
2002-08-21,Setaria faberi Herrm.,T7,R5,sorted_to_species,disturbed,unfertilized,452.57,1
2002-08-21,Erigeron annuus (L.) Pers.,T7,R5,sorted_to_species,disturbed,unfertilized,0.02,1
2002-08-21,Aster sp. (*),T7,R5,sorted_to_species,disturbed,unfertilized,0.13,1
2002-08-21,Barbarea vulgaris R. Br.,T7,R5,sorted_to_species,disturbed,unfertilized,0.94,1
2002-08-21,Oxalis stricta L.,T7,R5,sorted_to_species,disturbed,unfertilized,0.37,1
2002-08-21,Persicaria maculosa  Gray,T7,R5,sorted_to_species,disturbed,unfertilized,1.35,1
2002-08-21,Standing Dead,T7,R5,sorted_to_species,disturbed,unfertilized,9.75,1
2002-08-21,Surface Litter,T7,R5,sorted_to_species,disturbed,fertilized,7.65,1
2002-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R5,sorted_to_species,disturbed,fertilized,1.13,1
2002-08-21,Setaria faberi Herrm.,T7,R5,sorted_to_species,disturbed,fertilized,613.18,1
2002-08-21,Standing Dead,T7,R5,sorted_to_species,disturbed,fertilized,27.49,1
2002-08-21,Digitaria sanguinalis (L.) Scop.,T7,R5,sorted_to_species,disturbed,fertilized,0.89,1
2002-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R5,sorted_to_species,disturbed,fertilized,0.54,1
2002-08-21,Chenopodium album L.,T7,R5,sorted_to_species,disturbed,fertilized,351.49,1
2002-08-21,Barbarea vulgaris R. Br.,T7,R5,sorted_to_species,disturbed,fertilized,0.13,1
2002-08-21,Amaranthus retroflexus L.,T7,R5,sorted_to_species,disturbed,fertilized,0.03,1
2002-08-21,Abutilon theophrasti Medikus,T7,R5,sorted_to_species,disturbed,fertilized,4.37,1
2002-08-21,Chenopodium album L.,T7,R5,sorted_to_species,disturbed,unfertilized,175.77,1
2002-08-21,Panicum dichotomiflorum Michx.,T7,R6,sorted_to_species,disturbed,unfertilized,2.05,1
2002-08-21,Abutilon theophrasti Medikus,T7,R6,sorted_to_species,disturbed,fertilized,2.29,1
2002-08-21,Elymus repens (L.) Gould,T7,R6,sorted_to_species,disturbed,fertilized,37.95,1
2002-08-21,Amaranthus retroflexus L.,T7,R6,sorted_to_species,disturbed,fertilized,2.91,1
2002-08-21,Ambrosia artemisiifolia L.,T7,R6,sorted_to_species,disturbed,fertilized,500.65,1
2002-08-21,Chenopodium album L.,T7,R6,sorted_to_species,disturbed,fertilized,38.91,1
2002-08-21,Digitaria sanguinalis (L.) Scop.,T7,R6,sorted_to_species,disturbed,fertilized,0.19,1
2002-08-21,Erigeron annuus (L.) Pers.,T7,R6,sorted_to_species,disturbed,fertilized,0.06,1
2002-08-21,Oxalis stricta L.,T7,R6,sorted_to_species,disturbed,fertilized,0.04,1
2002-08-21,Surface Litter,T7,R6,sorted_to_species,disturbed,fertilized,9.3,1
2002-08-21,Setaria viridis (L.) Beauv.,T7,R6,sorted_to_species,disturbed,fertilized,1.43,1
2002-08-21,Panicum dichotomiflorum Michx.,T7,R6,sorted_to_species,disturbed,fertilized,0.48,1
2002-08-21,Abutilon theophrasti Medikus,T7,R6,sorted_to_species,disturbed,unfertilized,0.46,1
2002-08-21,Elymus repens (L.) Gould,T7,R6,sorted_to_species,disturbed,unfertilized,79.01,1
2002-08-21,Amaranthus retroflexus L.,T7,R6,sorted_to_species,disturbed,unfertilized,0.03,1
2002-08-21,Ambrosia artemisiifolia L.,T7,R6,sorted_to_species,disturbed,unfertilized,175.34,1
2002-08-21,Chenopodium album L.,T7,R6,sorted_to_species,disturbed,unfertilized,18.14,1
2002-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R6,sorted_to_species,disturbed,unfertilized,0.07,1
2002-08-21,Digitaria sanguinalis (L.) Scop.,T7,R6,sorted_to_species,disturbed,unfertilized,4.06,1
2002-08-21,Erigeron annuus (L.) Pers.,T7,R6,sorted_to_species,disturbed,unfertilized,0.06,1
2002-08-21,Hieracium sp. (*),T7,R6,sorted_to_species,disturbed,unfertilized,1.79,1
2002-08-21,Oxalis stricta L.,T7,R6,sorted_to_species,disturbed,unfertilized,0.11,1
2002-08-21,Panicum capillare L.,T7,R6,sorted_to_species,disturbed,unfertilized,0.18,1
2002-08-21,Persicaria maculosa  Gray,T7,R6,sorted_to_species,disturbed,unfertilized,0.76,1
2002-08-21,Standing Dead,T7,R6,sorted_to_species,disturbed,unfertilized,20.66,1
2002-08-21,Setaria faberi Herrm.,T7,R6,sorted_to_species,disturbed,unfertilized,10.13,1
2002-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R6,sorted_to_species,disturbed,unfertilized,6.35,1
2002-08-21,Setaria viridis (L.) Beauv.,T7,R6,sorted_to_species,disturbed,unfertilized,2.01,1
2002-08-21,Surface Litter,T7,R6,sorted_to_species,disturbed,unfertilized,2.57,1
2002-08-21,Polygonum convolvulus L.,T7,R6,sorted_to_species,disturbed,fertilized,0.52,1
2002-08-21,Persicaria maculosa  Gray,T7,R6,sorted_to_species,disturbed,fertilized,11.79,1
2002-08-21,Standing Dead,T7,R6,sorted_to_species,disturbed,fertilized,26.6,1
2002-08-21,Setaria faberi Herrm.,T7,R6,sorted_to_species,disturbed,fertilized,117.72,1
2002-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R6,sorted_to_species,disturbed,fertilized,3.77,1
2002-08-20,Amaranthus retroflexus L.,T7,R1,sorted_to_species,disturbed,unfertilized,0.005,1
2002-08-20,Verbascum thapsus L.,T7,R1,sorted_to_species,disturbed,unfertilized,0.16,1
2002-08-20,Surface Litter,T7,R1,sorted_to_species,disturbed,unfertilized,2.16,1
2002-08-20,Setaria viridis (L.) Beauv.,T7,R1,sorted_to_species,disturbed,unfertilized,0.16,1
2002-08-20,Setaria faberi Herrm.,T7,R1,sorted_to_species,disturbed,unfertilized,120.31,1
2002-08-20,Standing Dead,T7,R1,sorted_to_species,disturbed,unfertilized,15.49,1
2002-08-20,Surface Litter,T7,R1,sorted_to_species,disturbed,fertilized,2.98,1
2002-08-20,Setaria pumila (Poir.) Roem. & Schult,T7,R1,sorted_to_species,disturbed,fertilized,0.06,1
2002-08-20,Setaria faberi Herrm.,T7,R1,sorted_to_species,disturbed,fertilized,284.43,1
2002-08-20,Standing Dead,T7,R1,sorted_to_species,disturbed,fertilized,23.3,1
2002-08-20,Rumex acetosella L.,T7,R1,sorted_to_species,disturbed,fertilized,0.5,1
2002-08-20,Panicum dichotomiflorum Michx.,T7,R1,sorted_to_species,disturbed,fertilized,17.34,1
2002-08-20,Panicum capillare L.,T7,R1,sorted_to_species,disturbed,fertilized,0.05,1
2002-08-20,Oxalis stricta L.,T7,R1,sorted_to_species,disturbed,fertilized,0.05,1
2002-08-20,Conyza canadensis (L.) Cronq.,T7,R1,sorted_to_species,disturbed,fertilized,0.13,1
2002-08-20,Erigeron annuus (L.) Pers.,T7,R1,sorted_to_species,disturbed,fertilized,0.35,1
2002-08-20,Abutilon theophrasti Medikus,T7,R1,sorted_to_species,disturbed,fertilized,9.21,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R1,sorted_to_species,disturbed,fertilized,1.3,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R1,sorted_to_species,disturbed,fertilized,36.21,1
2002-08-20,Chenopodium album L.,T7,R1,sorted_to_species,disturbed,fertilized,75.66,1
2002-08-20,Ambrosia artemisiifolia L.,T7,R1,sorted_to_species,disturbed,fertilized,59.79,1
2002-08-20,Amaranthus retroflexus L.,T7,R1,sorted_to_species,disturbed,fertilized,0.09,1
2002-08-20,Rumex acetosella L.,T7,R1,sorted_to_species,disturbed,unfertilized,0.68,1
2002-08-20,Panicum dichotomiflorum Michx.,T7,R1,sorted_to_species,disturbed,unfertilized,9.03,1
2002-08-20,Panicum capillare L.,T7,R1,sorted_to_species,disturbed,unfertilized,2.53,1
2002-08-20,Oxalis stricta L.,T7,R1,sorted_to_species,disturbed,unfertilized,0.03,1
2002-08-20,Hieracium sp. (*),T7,R1,sorted_to_species,disturbed,unfertilized,1.52,1
2002-08-20,Conyza canadensis (L.) Cronq.,T7,R1,sorted_to_species,disturbed,unfertilized,0.14,1
2002-08-20,Erigeron annuus (L.) Pers.,T7,R1,sorted_to_species,disturbed,unfertilized,0.2,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R1,sorted_to_species,disturbed,unfertilized,1.66,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R1,sorted_to_species,disturbed,unfertilized,62.32,1
2002-08-20,Elymus repens (L.) Gould,T7,R1,sorted_to_species,disturbed,fertilized,71.74,1
2002-08-20,Crepis capillaris (L.) Wallr.,T7,R1,sorted_to_species,disturbed,unfertilized,0.32,1
2002-08-20,Chenopodium album L.,T7,R1,sorted_to_species,disturbed,unfertilized,24.33,1
2002-08-20,Asclepias syriaca L.,T7,R1,sorted_to_species,disturbed,unfertilized,18.46,1
2002-08-20,Ambrosia artemisiifolia L.,T7,R1,sorted_to_species,disturbed,unfertilized,44.99,1
2002-08-20,Abutilon theophrasti Medikus,T7,R1,sorted_to_species,disturbed,unfertilized,0.67,1
2002-08-20,Elymus repens (L.) Gould,T7,R1,sorted_to_species,disturbed,unfertilized,12.31,1
2002-08-20,Elymus repens (L.) Gould,T7,R2,sorted_to_species,disturbed,unfertilized,49.68,1
2002-08-20,Taraxacum officinale Weber in,T7,R2,sorted_to_species,disturbed,fertilized,0.09,1
2002-08-20,Surface Litter,T7,R2,sorted_to_species,disturbed,fertilized,1.53,1
2002-08-20,Setaria pumila (Poir.) Roem. & Schult,T7,R2,sorted_to_species,disturbed,fertilized,0.38,1
2002-08-20,Setaria faberi Herrm.,T7,R2,sorted_to_species,disturbed,fertilized,135.05,1
2002-08-20,Standing Dead,T7,R2,sorted_to_species,disturbed,fertilized,42.57,1
2002-08-20,Polygonum pensylvanicum L.,T7,R2,sorted_to_species,disturbed,fertilized,0.67,1
2002-08-20,Erigeron annuus (L.) Pers.,T7,R2,sorted_to_species,disturbed,fertilized,0.03,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R2,sorted_to_species,disturbed,fertilized,0.04,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R2,sorted_to_species,disturbed,fertilized,0.04,1
2002-08-20,Chenopodium album L.,T7,R2,sorted_to_species,disturbed,fertilized,107.49,1
2002-08-20,Ambrosia artemisiifolia L.,T7,R2,sorted_to_species,disturbed,fertilized,393.17,1
2002-08-20,Amaranthus retroflexus L.,T7,R2,sorted_to_species,disturbed,fertilized,0.2,1
2002-08-20,Elymus repens (L.) Gould,T7,R2,sorted_to_species,disturbed,fertilized,82.73,1
2002-08-20,Abutilon theophrasti Medikus,T7,R2,sorted_to_species,disturbed,unfertilized,0.12,1
2002-08-20,Ambrosia artemisiifolia L.,T7,R2,sorted_to_species,disturbed,unfertilized,174.43,1
2002-08-20,Chenopodium album L.,T7,R2,sorted_to_species,disturbed,unfertilized,31.31,1
2002-08-20,Cyperus esculentus L.,T7,R2,sorted_to_species,disturbed,unfertilized,0.14,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R2,sorted_to_species,disturbed,unfertilized,28.96,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R2,sorted_to_species,disturbed,unfertilized,1.47,1
2002-08-20,Erigeron annuus (L.) Pers.,T7,R2,sorted_to_species,disturbed,unfertilized,0.05,1
2002-08-20,Panicum capillare L.,T7,R2,sorted_to_species,disturbed,unfertilized,0.02,1
2002-08-20,Panicum dichotomiflorum Michx.,T7,R2,sorted_to_species,disturbed,unfertilized,0.12,1
2002-08-20,Persicaria maculosa  Gray,T7,R2,sorted_to_species,disturbed,unfertilized,2.67,1
2002-08-20,Polygonum pensylvanicum L.,T7,R2,sorted_to_species,disturbed,unfertilized,4.21,1
2002-08-20,Rumex crispus L.,T7,R2,sorted_to_species,disturbed,unfertilized,0.01,1
2002-08-20,Standing Dead,T7,R2,sorted_to_species,disturbed,unfertilized,14.26,1
2002-08-20,Setaria faberi Herrm.,T7,R2,sorted_to_species,disturbed,unfertilized,113.24,1
2002-08-20,Setaria pumila (Poir.) Roem. & Schult,T7,R2,sorted_to_species,disturbed,unfertilized,4.72,1
2002-08-20,Setaria viridis (L.) Beauv.,T7,R2,sorted_to_species,disturbed,unfertilized,0.13,1
2002-08-20,Surface Litter,T7,R2,sorted_to_species,disturbed,unfertilized,2.26,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R3,sorted_to_species,disturbed,unfertilized,40.93,1
2002-08-20,Abutilon theophrasti Medikus,T7,R3,sorted_to_species,disturbed,unfertilized,1.74,1
2002-08-20,Elymus repens (L.) Gould,T7,R3,sorted_to_species,disturbed,unfertilized,41.13,1
2002-08-20,Amaranthus retroflexus L.,T7,R3,sorted_to_species,disturbed,unfertilized,0.07,1
2002-08-20,Apocynum cannabinum L.,T7,R3,sorted_to_species,disturbed,unfertilized,27.33,1
2002-08-20,Chenopodium album L.,T7,R3,sorted_to_species,disturbed,unfertilized,21.8,1
2002-08-20,Cyperus esculentus L.,T7,R3,sorted_to_species,disturbed,unfertilized,0.58,1
2002-08-20,Setaria faberi Herrm.,T7,R3,sorted_to_species,disturbed,fertilized,401.87,1
2002-08-20,Surface Litter,T7,R3,sorted_to_species,disturbed,fertilized,1.37,1
2002-08-20,Setaria faberi Herrm.,T7,R3,sorted_to_species,disturbed,unfertilized,159.1,1
2002-08-20,Standing Dead,T7,R3,sorted_to_species,disturbed,unfertilized,17.63,1
2002-08-20,Erigeron annuus (L.) Pers.,T7,R3,sorted_to_species,disturbed,unfertilized,0.36,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R3,sorted_to_species,disturbed,unfertilized,3.2,1
2002-08-20,Taraxacum officinale Weber in,T7,R3,sorted_to_species,disturbed,fertilized,0.01,1
2002-08-20,Trifolium repens L.,T7,R3,sorted_to_species,disturbed,unfertilized,0.21,1
2002-08-20,Trifolium pratense L.,T7,R3,sorted_to_species,disturbed,unfertilized,1.45,1
2002-08-20,Taraxacum officinale Weber in,T7,R3,sorted_to_species,disturbed,unfertilized,0.18,1
2002-08-20,Surface Litter,T7,R3,sorted_to_species,disturbed,unfertilized,3.81,1
2002-08-20,Setaria pumila (Poir.) Roem. & Schult,T7,R3,sorted_to_species,disturbed,unfertilized,0.43,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R3,sorted_to_species,disturbed,fertilized,1.94,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R3,sorted_to_species,disturbed,fertilized,1.97,1
2002-08-20,Lepidium campestre (L.) R.Br.,T7,R3,sorted_to_species,disturbed,fertilized,0.91,1
2002-08-20,Persicaria maculosa  Gray,T7,R3,sorted_to_species,disturbed,fertilized,7.91,1
2002-08-20,Standing Dead,T7,R3,sorted_to_species,disturbed,fertilized,18.95,1
2002-08-20,Abutilon theophrasti Medikus,T7,R3,sorted_to_species,disturbed,fertilized,1.33,1
2002-08-20,Elymus repens (L.) Gould,T7,R3,sorted_to_species,disturbed,fertilized,52.17,1
2002-08-20,Chenopodium album L.,T7,R3,sorted_to_species,disturbed,fertilized,107.45,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R4,sorted_to_species,disturbed,unfertilized,1.09,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R4,sorted_to_species,disturbed,unfertilized,0.98,1
2002-08-20,Erigeron annuus (L.) Pers.,T7,R4,sorted_to_species,disturbed,unfertilized,0.34,1
2002-08-20,Oxalis stricta L.,T7,R4,sorted_to_species,disturbed,unfertilized,0.15,1
2002-08-20,Panicum capillare L.,T7,R4,sorted_to_species,disturbed,unfertilized,7.08,1
2002-08-20,Panicum dichotomiflorum Michx.,T7,R4,sorted_to_species,disturbed,unfertilized,7.35,1
2002-08-20,Potentilla sp.,T7,R4,sorted_to_species,disturbed,unfertilized,0.005,1
2002-08-20,Hieracium sp. (*),T7,R4,sorted_to_species,disturbed,unfertilized,1.57,1
2002-08-20,Abutilon theophrasti Medikus,T7,R4,sorted_to_species,disturbed,fertilized,0.39,1
2002-08-20,Amaranthus retroflexus L.,T7,R4,sorted_to_species,disturbed,fertilized,0.8,1
2002-08-20,Chenopodium album L.,T7,R4,sorted_to_species,disturbed,fertilized,59.16,1
2002-08-20,Cyperus esculentus L.,T7,R4,sorted_to_species,disturbed,fertilized,0.41,1
2002-08-20,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R4,sorted_to_species,disturbed,fertilized,0.15,1
2002-08-20,Digitaria sanguinalis (L.) Scop.,T7,R4,sorted_to_species,disturbed,fertilized,0.38,1
2002-08-20,Panicum capillare L.,T7,R4,sorted_to_species,disturbed,fertilized,0.37,1
2002-08-20,Panicum dichotomiflorum Michx.,T7,R4,sorted_to_species,disturbed,fertilized,1.3,1
2002-08-20,Persicaria maculosa  Gray,T7,R4,sorted_to_species,disturbed,fertilized,10.38,1
2002-08-20,Standing Dead,T7,R4,sorted_to_species,disturbed,fertilized,15.74,1
2002-08-20,Setaria faberi Herrm.,T7,R4,sorted_to_species,disturbed,fertilized,664.07,1
2002-08-20,Setaria pumila (Poir.) Roem. & Schult,T7,R4,sorted_to_species,disturbed,fertilized,1.71,1
2002-08-20,Setaria viridis (L.) Beauv.,T7,R4,sorted_to_species,disturbed,fertilized,3.8,1
2002-08-20,Surface Litter,T7,R4,sorted_to_species,disturbed,fertilized,1.2,1
2002-08-20,Unknown grass,T7,R4,sorted_to_species,disturbed,fertilized,0.13,1
2002-08-20,Rumex obtusifolius L.,T7,R4,sorted_to_species,disturbed,unfertilized,0.04,1
2002-08-20,Standing Dead,T7,R4,sorted_to_species,disturbed,unfertilized,10.05,1
2002-08-20,Setaria faberi Herrm.,T7,R4,sorted_to_species,disturbed,unfertilized,374.42,1
2002-08-20,Setaria viridis (L.) Beauv.,T7,R4,sorted_to_species,disturbed,unfertilized,4.63,1
2002-08-20,Surface Litter,T7,R4,sorted_to_species,disturbed,unfertilized,2.14,1
2002-08-20,Unknown grass,T7,R4,sorted_to_species,disturbed,unfertilized,0.04,1
2002-08-20,Apocynum cannabinum L.,T7,R4,sorted_to_species,disturbed,unfertilized,2.25,1
2002-08-20,Asclepias syriaca L.,T7,R4,sorted_to_species,disturbed,unfertilized,70.67,1
2002-08-20,Chenopodium album L.,T7,R4,sorted_to_species,disturbed,unfertilized,20.27,1
2002-08-20,Cyperus esculentus L.,T7,R4,sorted_to_species,disturbed,unfertilized,8.79,1
2002-08-20,Abutilon theophrasti Medikus,T7,R4,sorted_to_species,disturbed,unfertilized,1.41,1
2002-08-08,Oxalis stricta L.,T7,R1,sorted_to_species,undisturbed,fertilized,0.03,1
2002-08-08,Trifolium repens L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.63,1
2002-08-08,Taraxacum officinale Weber in,T7,R1,sorted_to_species,undisturbed,unfertilized,1.51,1
2002-08-08,Surface Litter,T7,R1,sorted_to_species,undisturbed,unfertilized,160.81,1
2002-08-08,Solidago juncea Aiton (*),T7,R1,sorted_to_species,undisturbed,unfertilized,10.98,1
2002-08-08,Solidago canadensis L.,T7,R1,sorted_to_species,undisturbed,unfertilized,179.17,1
2002-08-08,Standing Dead,T7,R1,sorted_to_species,undisturbed,unfertilized,38.38,1
2002-08-08,Robinia pseudoacacia L.,T7,R1,sorted_to_species,undisturbed,unfertilized,530.83,1
2002-08-08,Poa pratensis L.,T7,R1,sorted_to_species,undisturbed,unfertilized,9.78,1
2002-08-08,Phleum pratense L.,T7,R1,sorted_to_species,undisturbed,unfertilized,231.26,1
2002-08-08,Malus spp. (*),T7,R1,sorted_to_species,undisturbed,unfertilized,6.94,1
2002-08-08,Hypericum perforatum L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.08,1
2002-08-08,Hieracium sp. (*),T7,R1,sorted_to_species,undisturbed,unfertilized,1.82,1
2002-08-08,Daucus carota L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.11,1
2002-08-08,Dactylis glomerata L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.72,1
2002-08-08,Apocynum cannabinum L.,T7,R1,sorted_to_species,undisturbed,fertilized,98.57,1
2002-08-08,Bromus inermis Leyss.,T7,R1,sorted_to_species,undisturbed,fertilized,69.18,1
2002-08-08,Chenopodium album L.,T7,R1,sorted_to_species,undisturbed,fertilized,0.6,1
2002-08-08,Dactylis glomerata L.,T7,R1,sorted_to_species,undisturbed,fertilized,12.38,1
2002-08-08,Daucus carota L.,T7,R1,sorted_to_species,undisturbed,fertilized,0.22,1
2002-08-08,Erigeron annuus (L.) Pers.,T7,R1,sorted_to_species,undisturbed,fertilized,0.03,1
2002-08-08,Phleum pratense L.,T7,R1,sorted_to_species,undisturbed,fertilized,35.49,1
2002-08-08,Poa pratensis L.,T7,R1,sorted_to_species,undisturbed,fertilized,0.3,1
2002-08-08,Robinia pseudoacacia L.,T7,R1,sorted_to_species,undisturbed,fertilized,257.73,1
2002-08-08,Rumex crispus L.,T7,R1,sorted_to_species,undisturbed,fertilized,114.27,1
2002-08-08,Standing Dead,T7,R1,sorted_to_species,undisturbed,fertilized,61.57,1
2002-08-08,Solidago canadensis L.,T7,R1,sorted_to_species,undisturbed,fertilized,40.25,1
2002-08-08,Surface Litter,T7,R1,sorted_to_species,undisturbed,fertilized,120.99,1
2002-08-08,Taraxacum officinale Weber in,T7,R1,sorted_to_species,undisturbed,fertilized,0.51,1
2002-08-08,Chenopodium album L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.03,1
2002-08-08,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,T7,R1,sorted_to_species,undisturbed,unfertilized,6.65,1
2002-08-08,Aster pilosus Willd.,T7,R1,sorted_to_species,undisturbed,unfertilized,3.02,1
2002-08-08,Achillea millefolium L.,T7,R1,sorted_to_species,undisturbed,unfertilized,11.11,1
2002-08-08,Rubus sp. (*),T7,R2,sorted_to_species,undisturbed,unfertilized,4.94,1
2002-08-08,Trifolium pratense L.,T7,R2,sorted_to_species,undisturbed,unfertilized,0.17,1
2002-08-08,Unknown dicot (*),T7,R2,sorted_to_species,undisturbed,fertilized,0.03,1
2002-08-08,Taraxacum officinale Weber in,T7,R2,sorted_to_species,undisturbed,fertilized,1.37,1
2002-08-08,Surface Litter,T7,R2,sorted_to_species,undisturbed,fertilized,110.27,1
2002-08-08,Solidago canadensis L.,T7,R2,sorted_to_species,undisturbed,fertilized,502.43,1
2002-08-08,Standing Dead,T7,R2,sorted_to_species,undisturbed,fertilized,19.59,1
2002-08-08,Rumex crispus L.,T7,R2,sorted_to_species,undisturbed,fertilized,94.14,1
2002-08-08,Poa pratensis L.,T7,R2,sorted_to_species,undisturbed,fertilized,0.86,1
2002-08-08,Silene alba (Mill.) E.H.L.Krause,T7,R2,sorted_to_species,undisturbed,fertilized,13.52,1
2002-08-08,Barbarea vulgaris R. Br.,T7,R2,sorted_to_species,undisturbed,fertilized,0.02,1
2002-08-08,Apocynum cannabinum L.,T7,R2,sorted_to_species,undisturbed,fertilized,12,1
2002-08-08,Elymus repens (L.) Gould,T7,R2,sorted_to_species,undisturbed,unfertilized,43.34,1
2002-08-08,Apocynum cannabinum L.,T7,R2,sorted_to_species,undisturbed,unfertilized,21.59,1
2002-08-08,Aster pilosus Willd.,T7,R2,sorted_to_species,undisturbed,unfertilized,15.71,1
2002-08-08,Geum sp.,T7,R2,sorted_to_species,undisturbed,unfertilized,0.12,1
2002-08-08,Silene alba (Mill.) E.H.L.Krause,T7,R2,sorted_to_species,undisturbed,unfertilized,2.1,1
2002-08-08,Poa pratensis L.,T7,R2,sorted_to_species,undisturbed,unfertilized,13.15,1
2002-08-08,Rosa sp. (*),T7,R2,sorted_to_species,undisturbed,unfertilized,84.73,1
2002-08-08,Standing Dead,T7,R2,sorted_to_species,undisturbed,unfertilized,34.54,1
2002-08-08,Rumex crispus L.,T7,R2,sorted_to_species,undisturbed,unfertilized,67.01,1
2002-08-08,Solidago canadensis L.,T7,R2,sorted_to_species,undisturbed,unfertilized,755.08,1
2002-08-08,Unknown dicot (*),T7,R2,sorted_to_species,undisturbed,unfertilized,0.02,1
2002-08-08,Taraxacum officinale Weber in,T7,R2,sorted_to_species,undisturbed,unfertilized,0.29,1
2002-08-08,Surface Litter,T7,R2,sorted_to_species,undisturbed,unfertilized,59,1
2002-08-08,Rumex crispus L.,T7,R3,sorted_to_species,undisturbed,unfertilized,2.98,1
